"series","event"
-41.125307,0
-42.133882,0
-50.268181,0
-54.230304,0
-59.990461,0
-69.046662,0
-67.494458,0
-44.514771,0
-11.07829,0
13.107591,0
36.532399,0
63.952693,0
97.151201,0
105.01357,0
45.740921,0
-44.320368,0
-72.4172,0
-70.639965,0
-59.336621,0
-53.542335,0
-49.078301,0
-47.466172,0
-47.160167,0
-48.885531,0
-49.591642,0
-50.112061,0
-50.007431,0
-49.854886,0
-48.211917,0
-44.702922,0
-45.529311,0
-47.555917,0
-50.480788,0
-45.540704,0
-47.817789,0
-49.202555,0
-50.027851,0
-46.463619,0
-46.960877,0
-46.645043,0
-47.76001,0
-45.517365,0
-45.220143,0
-45.313703,0
-46.882137,0
-44.631902,0
-44.305171,0
-46.750286,0
-50.437896,0
-48.366641,0
-47.910592,0
-48.45411,0
-51.68969,0
-52.840003,0
-48.359038,0
-48.867814,0
-48.449263,0
-53.020313,0
-51.272702,0
-52.189534,0
-51.832097,0
-53.867904,0
-52.99059,0
-51.099739,0
-53.938112,0
-57.247364,0
-56.281529,0
-56.368107,0
-57.533627,0
-59.870361,0
-60.152612,0
-59.873361,0
-61.39902,0
-63.739604,0
-64.632201,0
-62.39632,0
-63.89972,0
-64.88341,0
-65.936316,0
-62.57855,0
-61.415691,0
-62.841181,0
-58.844072,0
-53.447956,0
-49.02919,0
-49.162617,0
-48.902363,0
-42.693766,0
-38.411993,0
-36.682398,0
-35.96759,0
-32.507677,0
-31.989242,0
-30.839878,0
-31.237245,0
-30.699252,0
-30.246652,0
-31.153373,0
-32.248092,0
-29.018611,0
-23.359419,0
-25.820073,0
-29.211701,0
-30.787616,0
-27.78398,0
-26.829267,0
-30.923487,0
-30.810213,0
-28.35912,0
-30.147689,0
-32.326085,0
-34.269799,0
-31.567079,0
-29.319536,0
-30.642822,0
-33.909564,0
-32.855265,0
-33.277222,0
-30.935769,0
-32.474166,0
-33.267628,0
-30.845638,0
-32.224066,0
-36.853942,0
-34.8258,0
-33.610487,0
-34.264016,0
-37.300029,0
-38.229743,0
-36.613436,0
-37.43251,0
-37.960563,0
-39.107234,0
-37.044533,0
-36.655814,0
-39.781306,0
-38.24246,0
-36.564415,0
-36.032117,0
-37.601538,0
-39.327263,0
-36.145896,0
-34.008912,0
-33.898092,0
-35.678222,0
-38.161215,0
-37.345326,0
-37.78097,0
-41.404347,0
-37.573174,0
-36.49029,0
-37.186808,0
-39.77709,0
-37.721782,0
-33.539049,0
-33.064427,0
-33.743812,0
-31.831248,0
-28.72903,0
-27.354241,0
-27.536768,0
-29.902069,0
-26.96633,0
-22.979968,0
-24.694151,0
-26.171611,0
-21.780519,0
-18.442958,0
-19.386989,0
-27.055401,0
-27.95689,0
-24.458284,0
-25.534175,0
-25.539522,0
-26.915945,0
-26.99277,0
-27.838045,0
-31.777679,0
-33.46309,0
-29.538643,0
-29.5137,0
-33.098933,0
-31.248297,0
-25.758782,0
-24.915532,0
-28.514483,0
-30.703776,0
-28.555191,0
-24.516598,0
-25.900115,0
-28.906489,0
-29.402334,0
-28.337304,0
-40.061441,0
-44.541166,0
-47.074072,0
-52.297204,0
-58.3623,0
-58.830327,0
-49.232274,0
-27.564125,0
1.318189,0
22.340955,0
42.359094,0
71.771756,0
101.281,0
114.51513,0
67.829159,0
-13.561542,0
-50.535659,0
-47.353434,0
-39.956508,0
-32.614231,0
-28.889462,0
-32.233505,0
-33.070933,0
-28.666149,0
-28.591383,0
-28.541722,0
-33.293162,0
-30.397466,0
-28.023154,0
-30.036038,0
-33.627573,0
-31.621554,0
-27.661577,0
-27.63903,0
-29.153671,0
-29.720014,0
-27.701777,0
-28.460227,0
-27.676051,0
-29.236849,0
-27.38766,0
-28.558898,0
-32.033289,0
-34.123893,0
-30.938634,0
-29.017709,0
-31.585102,0
-36.616447,0
-33.883641,0
-33.41409,0
-32.641807,0
-34.37216,0
-33.550231,0
-32.902583,0
-36.797847,0
-38.711868,0
-37.19709,0
-35.65152,0
-36.430913,0
-41.09658,0
-40.923047,0
-40.274969,0
-40.011707,0
-43.398805,0
-45.469719,0
-42.140382,0
-41.994196,0
-43.712625,0
-48.319493,0
-47.331375,0
-49.157083,0
-50.409458,0
-54.761273,0
-53.363082,0
-52.56371,0
-53.476802,0
-57.608407,0
-54.91117,0
-52.374708,0
-50.97564,0
-53.308546,0
-52.299194,0
-47.434896,0
-41.542026,0
-43.091362,0
-38.538345,0
-33.919991,0
-31.603269,0
-32.468036,0
-30.670762,0
-24.58711,0
-23.008864,0
-24.551387,0
-27.350411,0
-21.813897,0
-20.238097,0
-21.251759,0
-24.628514,0
-21.020809,0
-20.122307,0
-19.788579,0
-22.66853,0
-22.823507,0
-19.874428,0
-22.89169,0
-26.365005,0
-27.000203,0
-26.280519,0
-25.45534,0
-27.84905,0
-27.298072,0
-24.397007,0
-23.14673,0
-25.063281,0
-27.472717,0
-26.762593,0
-27.744342,0
-28.02808,0
-29.641737,0
-25.547935,0
-25.459329,0
-27.928174,0
-27.849677,0
-28.770437,0
-28.307955,0
-30.086275,0
-33.666313,0
-32.963509,0
-31.177253,0
-31.421583,0
-36.548057,0
-37.377236,0
-34.807436,0
-32.537931,0
-36.323132,0
-36.697039,0
-32.317954,0
-33.106992,0
-30.250152,0
-31.391969,0
-30.468816,0
-29.621372,0
-32.564966,0
-30.772231,0
-29.981428,0
-28.717046,0
-31.719998,0
-31.41128,0
-31.129642,0
-29.548539,0
-31.382713,0
-31.374189,0
-31.246603,0
-27.695519,0
-25.137373,0
-26.674833,0
-21.688435,0
-18.064936,0
-17.981082,0
-17.954594,0
-19.057199,0
-14.622593,0
-12.887554,0
-12.23715,0
-12.503173,0
-7.28825,0
-10.634651,0
-15.726249,0
-18.513334,0
-18.957742,0
-19.357713,0
-20.40553,0
-23.672299,0
-23.748905,0
-21.584297,0
-20.001153,0
-23.036202,0
-25.210411,0
-21.66367,0
-20.612981,0
-24.857387,0
-25.240274,0
-22.534397,0
-20.137561,0
-22.246822,0
-22.548408,0
-21.468517,0
-23.168565,0
-24.362054,0
-26.132325,0
-26.689251,0
-30.954823,0
-35.799254,0
-46.355554,0
-46.367029,0
-25.220668,0
-0.99095143,0
15.099108,0
34.973032,0
43.486951,0
93.976241,0
102.98266,0
53.223297,0
-24.375531,0
-63.966883,0
-56.493559,0
-42.186799,0
-37.65284,0
-33.863831,0
-35.185791,0
-38.688873,0
-35.456982,0
-34.411502,0
-36.931137,0
-37.509153,0
-34.560244,0
-35.987787,0
-39.350724,0
-40.439082,0
-36.270946,0
-35.569838,0
-37.838751,0
-39.132584,0
-38.997643,0
-37.570484,0
-36.165348,0
-39.398483,0
-39.52662,0
-36.108129,0
-38.424804,0
-41.634932,0
-38.157187,0
-37.738454,0
-35.671347,0
-42.381265,0
-42.327523,0
-42.297427,0
-40.619247,0
-41.75375,0
-41.766438,0
-36.783403,0
-37.053113,0
-40.278592,0
-42.448752,0
-40.362332,0
-38.589202,0
-37.477564,0
-41.953685,0
-40.586613,0
-39.429268,0
-40.686322,0
-46.283925,0
-45.499358,0
-45.240863,0
-46.713521,0
-50.034319,0
-51.306949,0
-49.049704,0
-50.385122,0
-54.120261,0
-54.355278,0
-55.047681,0
-58.522629,0
-62.240793,0
-66.195833,0
-62.443582,0
-61.072374,0
-65.123442,0
-66.587191,0
-63.506841,0
-64.10872,0
-62.890364,0
-59.629132,0
-56.383435,0
-53.240813,0
-49.408491,0
-46.089791,0
-45.659544,0
-42.173996,0
-39.029785,0
-41.878218,0
-36.088454,0
-33.233501,0
-31.758391,0
-34.406578,0
-35.205763,0
-30.576285,0
-28.531198,0
-30.795659,0
-32.662508,0
-29.25819,0
-28.349595,0
-27.54525,0
-29.59073,0
-26.785526,0
-28.277713,0
-29.253319,0
-34.695489,0
-33.659818,0
-30.491987,0
-30.140951,0
-33.833766,0
-34.009799,0
-36.370625,0
-35.641924,0
-38.798565,0
-35.399127,0
-31.783022,0
-31.993681,0
-35.848283,0
-38.961565,0
-34.931329,0
-36.606999,0
-36.009081,0
-37.649108,0
-35.728697,0
-32.750402,0
-32.752902,0
-34.86709,0
-33.188602,0
-32.240643,0
-32.559607,0
-34.124161,0
-28.977683,0
-26.99598,0
-31.091527,0
-32.997786,0
-30.535612,0
-27.939236,0
-25.890678,0
-30.327483,0
-29.491426,0
-27.997942,0
-25.938827,0
-32.398663,0
-35.133896,0
-31.821673,0
-31.216004,0
-31.256555,0
-33.419955,0
-30.84397,0
-32.700129,0
-34.044373,0
-39.035884,0
-35.803809,0
-31.986168,0
-35.135563,0
-35.514479,0
-29.147191,0
-26.855507,0
-23.589463,0
-25.998508,0
-27.202819,0
-25.754899,0
-26.433857,0
-26.367883,0
-23.221125,0
-20.774801,0
-18.662728,0
-21.187636,0
-19.681731,0
-16.872666,0
-19.489045,0
-24.569687,0
-27.720843,0
-25.303647,0
-25.300928,0
-29.817868,0
-31.610502,0
-29.896526,0
-31.375272,0
-33.306877,0
-37.453659,0
-35.328635,0
-34.591291,0
-35.656078,0
-38.618378,0
-36.060481,0
-36.381583,0
-35.248532,0
-37.497595,0
-36.235881,0
-34.099066,0
-34.972259,0
-43.535727,0
-46.956636,0
-52.210722,0
-50.727594,0
-35.454838,0
-10.995787,0
9.4330539,0
24.7777,0
48.387546,0
76.314223,0
89.199444,0
37.711162,0
-43.703171,0
-72.398881,0
-56.041792,0
-49.631459,0
-39.768404,0
-42.750564,0
-43.057183,0
-37.39909,0
-37.402044,0
-39.505016,0
-39.432782,0
-35.550017,0
-36.943501,0
-40.014871,0
-38.675071,0
-36.896391,0
-36.27464,0
-36.779832,0
-37.643498,0
-32.536319,0
-31.835247,0
-30.944408,0
-32.575121,0
-29.760995,0
-28.272536,0
-30.239925,0
-32.224932,0
-29.095705,0
-27.583813,0
-26.797796,0
-30.871968,0
-30.586487,0
-25.208734,0
-27.643914,0
-28.177054,0
-29.791659,0
-27.9713,0
-30.464175,0
-31.902067,0
-33.789788,0
-31.638352,0
-31.859132,0
-34.003357,0
-34.771239,0
-30.200969,0
-29.480201,0
-32.917121,0
-35.997206,0
-36.143561,0
-33.459835,0
-37.033054,0
-43.067338,0
-42.225324,0
-43.935561,0
-45.047069,0
-47.88786,0
-48.325337,0
-48.123636,0
-51.528332,0
-54.044392,0
-57.611538,0
-56.868628,0
-56.096326,0
-59.360011,0
-59.80896,0
-60.097587,0
-58.563785,0
-61.097829,0
-61.029529,0
-56.381227,0
-51.82421,0
-51.640744,0
-49.602183,0
-42.246821,0
-36.64649,0
-36.845881,0
-37.19035,0
-33.397485,0
-29.345545,0
-27.073202,0
-30.408982,0
-30.963752,0
-27.655135,0
-25.740287,0
-29.347244,0
-30.02904,0
-26.302689,0
-26.192373,0
-28.405786,0
-26.98125,0
-24.47688,0
-25.458991,0
-30.458046,0
-29.46265,0
-25.879798,0
-25.533307,0
-27.425291,0
-30.072173,0
-27.239464,0
-24.738881,0
-25.935535,0
-28.443619,0
-24.720434,0
-23.750106,0
-24.961308,0
-29.085525,0
-25.621081,0
-22.593951,0
-25.293474,0
-29.204913,0
-26.774959,0
-24.87564,0
-23.561377,0
-29.24878,0
-30.044126,0
-28.444963,0
-25.969896,0
-27.671472,0
-29.756376,0
-26.858628,0
-25.568748,0
-27.594322,0
-27.773878,0
-25.887165,0
-24.873729,0
-29.24404,0
-30.788808,0
-27.502648,0
-24.074672,0
-25.022882,0
-28.767292,0
-27.767885,0
-24.362329,0
-27.089241,0
-30.973243,0
-28.416199,0
-27.295356,0
-27.087757,0
-28.697163,0
-27.18157,0
-25.550077,0
-21.769438,0
-24.754389,0
-25.889476,0
-22.327598,0
-19.228557,0
-18.616751,0
-19.948433,0
-17.607288,0
-14.980558,0
-14.565421,0
-15.818385,0
-12.002822,0
-11.232319,0
-17.526674,0
-21.06406,0
-19.763711,0
-18.722073,0
-21.081472,0
-22.982444,0
-24.349694,0
-20.967567,0
-21.231335,0
-24.546859,0
-26.059049,0
-26.2901,0
-25.203972,0
-26.734037,0
-28.228111,0
-23.083472,0
-23.622436,0
-24.340832,0
-27.714539,0
-23.779217,0
-24.550235,0
-27.502785,0
-32.240377,0
-35.879673,0
-36.299625,0
-45.368834,0
-37.684053,0
-8.9453446,0
23.627338,0
46.973253,0
69.061367,0
100.31455,0
108.96035,0
60.083968,0
-19.662719,0
-44.782465,0
-36.189858,0
-29.836332,0
-29.592796,0
-30.793292,0
-26.622262,0
-25.069899,0
-29.17179,0
-30.765084,0
-28.811445,0
-28.019647,0
-28.892247,0
-29.830735,0
-29.004576,0
-30.88761,0
-28.828511,0
-31.335884,0
-29.54801,0
-26.366219,0
-28.098005,0
-30.732708,0
-32.198409,0
-27.727727,0
-26.852216,0
-27.971452,0
-27.899066,0
-26.798351,0
-24.763031,0
-27.448764,0
-29.273422,0
-27.601436,0
-27.037392,0
-30.152097,0
-29.586669,0
-30.164056,0
-26.962572,0
-30.714673,0
-32.181086,0
-30.436928,0
-29.128053,0
-29.868308,0
-32.810736,0
-32.755752,0
-30.093642,0
-29.292293,0
-32.686576,0
-35.6223,0
-34.691423,0
-37.755629,0
-41.564056,0
-43.550726,0
-42.632823,0
-43.797427,0
-48.280426,0
-49.828505,0
-49.495869,0
-48.468046,0
-51.317073,0
-52.791273,0
-53.012087,0
-51.202226,0
-52.951879,0
-56.622565,0
-53.204418,0
-53.445949,0
-52.802354,0
-52.360011,0
-50.35353,0
-44.501862,0
-42.527321,0
-42.000232,0
-41.121718,0
-34.534586,0
-32.438284,0
-33.335608,0
-30.562929,0
-25.352151,0
-28.600112,0
-27.531465,0
-30.820043,0
-24.512283,0
-23.361762,0
-23.793514,0
-30.574403,0
-27.790756,0
-24.855233,0
-26.332357,0
-29.577436,0
-30.243818,0
-29.267779,0
-27.409324,0
-29.078948,0
-31.551622,0
-30.054051,0
-29.506578,0
-33.973846,0
-30.916578,0
-30.752484,0
-29.300449,0
-31.868202,0
-32.441126,0
-30.969223,0
-29.422933,0
-33.655769,0
-33.791054,0
-32.971612,0
-31.566547,0
-32.968849,0
-36.461609,0
-33.567473,0
-29.947692,0
-32.572412,0
-34.044076,0
-31.662091,0
-31.353175,0
-27.775289,0
-29.758217,0
-30.689987,0
-27.859812,0
-25.877086,0
-26.971694,0
-27.022493,0
-26.534326,0
-24.6001,0
-24.144745,0
-26.10156,0
-23.472462,0
-22.914123,0
-26.488836,0
-28.291161,0
-24.886141,0
-25.142501,0
-24.131895,0
-26.150143,0
-23.774388,0
-22.373983,0
-21.652692,0
-21.052461,0
-19.410629,0
-14.858917,0
-16.443838,0
-16.932553,0
-14.385422,0
-9.5603934,0
-10.010903,0
-10.766797,0
-7.1496416,0
-6.9150637,0
-9.3471359,0
-13.535688,0
-15.584807,0
-13.240653,0
-12.219176,0
-15.91346,0
-17.845267,0
-16.074245,0
-15.735395,0
-14.827058,0
-17.347674,0
-14.454352,0
-13.799474,0
-15.561537,0
-18.83915,0
-16.802182,0
-18.520207,0
-16.485256,0
-18.473927,0
-19.600487,0
-17.74146,0
-19.9654,0
-22.136956,0
-24.543873,0
-25.173613,0
-29.939187,0
-38.539979,0
-45.083103,0
-43.501509,0
-27.24052,0
-6.7801099,0
14.482311,0
38.942707,0
67.572337,0
92.154401,0
93.217834,0
50.546996,0
-16.755167,0
-44.881269,0
-38.314111,0
-32.264805,0
-30.403058,0
-27.978032,0
-30.919514,0
-32.226088,0
-29.099275,0
-29.324792,0
-31.12059,0
-29.666524,0
-28.588199,0
-26.400592,0
-30.356103,0
-30.19767,0
-25.925806,0
-26.971471,0
-26.92927,0
-27.827466,0
-25.519572,0
-23.99327,0
-26.129101,0
-25.7457,0
-25.269249,0
-23.613154,0
-25.066826,0
-29.341092,0
-25.185914,0
-23.617803,0
-25.698403,0
-24.830134,0
-24.704469,0
-23.450942,0
-23.088324,0
-25.761455,0
-29.222455,0
-24.332397,0
-23.317612,0
-25.385846,0
-27.204329,0
-24.937786,0
-22.537392,0
-27.681217,0
-29.567522,0
-28.095725,0
-26.834494,0
-28.414506,0
-30.280115,0
-29.145777,0
-26.93282,0
-31.38217,0
-34.402158,0
-35.7915,0
-34.024771,0
-36.311896,0
-38.541288,0
-40.581896,0
-39.311602,0
-43.644919,0
-46.00658,0
-48.916949,0
-46.291762,0
-46.810098,0
-47.692097,0
-46.927746,0
-41.418679,0
-38.692214,0
-38.140033,0
-37.854675,0
-33.507524,0
-28.937808,0
-27.533188,0
-30.634197,0
-29.625898,0
-25.89318,0
-25.337031,0
-25.05599,0
-23.769862,0
-24.115172,0
-20.64632,0
-22.235687,0
-19.143529,0
-19.565542,0
-18.938026,0
-22.128158,0
-22.416818,0
-19.821751,0
-19.756098,0
-23.151248,0
-25.143734,0
-22.96444,0
-22.873639,0
-27.100195,0
-28.346126,0
-25.609115,0
-23.628979,0
-25.251384,0
-28.868884,0
-26.34157,0
-21.731292,0
-22.561566,0
-28.376333,0
-26.451657,0
-25.442304,0
-24.507408,0
